                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   2365,                0.66676,                0.40537,                0.35977,                0.78606,                0.55801,                0.50504,                0.56891,                0.37968,                0.45127,                0.43752,                0.45094,                0.23481,                0.94391,                0.85329,                 2.2494,                 1.1665,             0.00027485,             0.00027485,             0.00027485
                   2366,                0.76325,                0.55969,                0.42521,                0.77731,                0.55801,                0.50504,                0.56891,                0.37968,                0.45127,                0.43752,                0.45094,                0.23481,                0.94391,                0.85329,                 2.2494,                 1.1665,             0.00027444,             0.00027444,             0.00027444
                   2367,                0.71131,                0.53666,                0.38334,                0.77897,                0.56881,                0.50667,                0.56683,                0.38297,                0.46358,                0.43164,                0.45347,                0.23266,                 0.9496,                0.82986,                 2.2105,                 1.1736,             0.00027403,             0.00027403,             0.00027403
                   2368,                0.71582,                0.51138,                0.41378,                0.76233,                0.55653,                 0.5055,                0.56977,                0.37431,                0.46204,                0.42932,                0.45186,                0.23039,                0.96279,                0.81373,                 2.2724,                 1.1941,             0.00027361,             0.00027361,             0.00027361
                   2369,                0.71505,                0.40849,                   0.41,                0.78777,                0.55653,                 0.5055,                0.56977,                0.37431,                0.46204,                0.42932,                0.45186,                0.23039,                0.96279,                0.81373,                 2.2724,                 1.1941,              0.0002732,              0.0002732,              0.0002732
                   2370,                0.70357,                0.45478,                0.39842,                0.79726,                0.55013,                0.51922,                0.56837,                0.37939,                 0.4451,                0.44749,                0.45199,                0.23302,                0.97076,                0.82069,                 2.2079,                 1.1965,             0.00027279,             0.00027279,             0.00027279
                   2371,                0.71364,                0.41622,                0.38662,                0.78703,                0.55013,                0.51922,                0.56837,                0.37939,                 0.4451,                0.44749,                0.45199,                0.23302,                0.97076,                0.82069,                 2.2079,                 1.1965,             0.00027237,             0.00027237,             0.00027237
                   2372,                0.75661,                 0.4828,                0.41819,                0.77858,                0.54598,                0.51967,                0.57009,                0.37854,                0.44463,                0.44661,                0.45184,                0.23353,                0.97186,                0.83348,                 2.3299,                  1.214,             0.00027196,             0.00027196,             0.00027196
                   2373,                0.73957,                 0.5109,                 0.4201,                0.76815,                0.52635,                0.52338,                0.56376,                0.37016,                0.45323,                0.43559,                0.44839,                0.23546,                0.97429,                0.90035,                 2.3032,                 1.2167,             0.00027155,             0.00027155,             0.00027155
                   2374,                0.74613,                0.57493,                0.40191,                 0.7834,                0.52635,                0.52338,                0.56376,                0.37016,                0.45323,                0.43559,                0.44839,                0.23546,                0.97429,                0.90035,                 2.3032,                 1.2167,             0.00027114,             0.00027114,             0.00027114
                   2375,                0.75935,                0.40505,                0.40576,                0.75763,                0.52738,                0.51789,                 0.5615,                0.36915,                0.44999,                0.43969,                0.44503,                0.22874,                0.99875,                0.97777,                 2.4393,                 1.2347,             0.00027072,             0.00027072,             0.00027072
                   2376,                0.70932,                0.71962,                0.38149,                0.77641,                0.53055,                0.51669,                0.56144,                0.38761,                0.42061,                0.44423,                0.44328,                0.23124,                 1.0207,                 1.0199,                 2.6042,                 1.2695,             0.00027031,             0.00027031,             0.00027031
                   2377,                0.76811,                0.61819,                0.41867,                0.78122,                0.53055,                0.51669,                0.56144,                0.38761,                0.42061,                0.44423,                0.44328,                0.23124,                 1.0207,                 1.0199,                 2.6042,                 1.2695,              0.0002699,              0.0002699,              0.0002699
                   2378,                 0.7284,                0.41792,                0.40076,                0.78819,                0.53297,                0.50804,                0.55008,                0.38552,                0.42229,                0.43797,                0.43437,                 0.2218,                 1.0135,                0.97569,                 2.8924,                 1.3188,             0.00026949,             0.00026949,             0.00026949
                   2379,                0.65525,                0.48173,                0.37004,                0.78207,                0.54748,                0.51669,                0.55139,                0.38567,                0.43735,                0.43731,                0.43211,                0.22561,                 1.0328,                 1.0235,                  2.775,                 1.3091,             0.00026908,             0.00026908,             0.00026908
                   2380,                0.79235,                0.53664,                0.43194,                0.77665,                0.54748,                0.51669,                0.55139,                0.38567,                0.43735,                0.43731,                0.43211,                0.22561,                 1.0328,                 1.0235,                  2.775,                 1.3091,             0.00026866,             0.00026866,             0.00026866
                   2381,                0.71406,                0.42191,                0.46696,                0.78022,                0.56682,                0.51819,                0.54417,                 0.3576,                0.45019,                0.44775,                0.42284,                0.21714,                 1.0708,                 1.1512,                 2.6293,                  1.285,             0.00026825,             0.00026825,             0.00026825
                   2382,                0.73123,                0.49765,                0.38927,                0.77656,                 0.5683,                0.52079,                0.55776,                0.39374,                0.45593,                0.44014,                0.43524,                0.22665,                 1.0345,                 1.0276,                 2.8041,                 1.2995,             0.00026784,             0.00026784,             0.00026784
                   2383,                0.71166,                 0.5345,                0.39716,                0.76965,                 0.5683,                0.52079,                0.55776,                0.39374,                0.45593,                0.44014,                0.43524,                0.22665,                 1.0345,                 1.0276,                 2.8041,                 1.2995,             0.00026742,             0.00026742,             0.00026742
                   2384,                0.72106,                0.53025,                0.39816,                0.78539,                 0.5382,                 0.5076,                0.56067,                 0.3856,                0.45458,                0.41779,                0.43667,                0.22641,                 1.0204,                0.89074,                 3.2039,                 1.3457,             0.00026701,             0.00026701,             0.00026701
                   2385,                0.65445,                0.40217,                0.36406,                0.78194,                0.53151,                0.51112,                0.55998,                0.38542,                0.44848,                 0.4177,                  0.435,                0.22553,                 1.0044,                0.89244,                 3.1357,                  1.362,              0.0002666,              0.0002666,              0.0002666
                   2386,                 0.6854,                0.49009,                0.37019,                0.78321,                0.53151,                0.51112,                0.55998,                0.38542,                0.44848,                 0.4177,                  0.435,                0.22553,                 1.0044,                0.89244,                 3.1357,                  1.362,             0.00026619,             0.00026619,             0.00026619
                   2387,                0.71066,                0.45565,                0.40578,                0.78855,                 0.5318,                0.51538,                0.57398,                0.39097,                0.43969,                 0.4215,                0.45096,                 0.2341,                0.99972,                0.84515,                  3.118,                 1.3314,             0.00026577,             0.00026577,             0.00026577
                   2388,                 0.6895,                0.47424,                0.37363,                0.79492,                0.55142,                0.51601,                0.57222,                0.38459,                0.48214,                0.42342,                0.45133,                0.22796,                 1.0132,                0.89278,                  2.943,                 1.3126,             0.00026536,             0.00026536,             0.00026536
                   2389,                0.71264,                0.39768,                 0.3855,                0.76612,                0.55142,                0.51601,                0.57222,                0.38459,                0.48214,                0.42342,                0.45133,                0.22796,                 1.0132,                0.89278,                  2.943,                 1.3126,             0.00026495,             0.00026495,             0.00026495
                   2390,                0.70026,                0.44912,                0.38848,                0.78231,                0.53469,                0.52859,                0.57518,                0.39186,                  0.451,                0.41817,                0.44855,                0.23475,                 1.0039,                0.82988,                 2.9469,                 1.3025,             0.00026454,             0.00026454,             0.00026454
                   2391,                0.69538,                0.47036,                0.38741,                0.76577,                0.58514,                0.49962,                0.59111,                0.37218,                0.44074,                0.42068,                0.46513,                0.24832,                  1.018,                0.80761,                 3.1039,                 1.3167,             0.00026413,             0.00026413,             0.00026413
                   2392,                 0.7332,                0.58336,                0.37857,                0.76449,                0.58514,                0.49962,                0.59111,                0.37218,                0.44074,                0.42068,                0.46513,                0.24832,                  1.018,                0.80761,                 3.1039,                 1.3167,             0.00026371,             0.00026371,             0.00026371
                   2393,                0.69201,                0.45335,                0.39107,                0.76096,                 0.5536,                0.52763,                0.57879,                0.38488,                0.43739,                0.43871,                0.44928,                0.23678,                 1.0217,                0.89285,                 2.8498,                 1.2822,              0.0002633,              0.0002633,              0.0002633
                   2394,                0.68353,                0.42238,                0.36468,                0.75418,                0.54461,                0.53053,                0.56878,                0.37441,                0.45778,                0.44166,                0.44306,                 0.2199,                 1.0166,                0.91864,                 2.7624,                 1.2758,             0.00026289,             0.00026289,             0.00026289
                   2395,                0.70874,                0.50061,                0.39499,                0.79837,                0.54461,                0.53053,                0.56878,                0.37441,                0.45778,                0.44166,                0.44306,                 0.2199,                 1.0166,                0.91864,                 2.7624,                 1.2758,             0.00026247,             0.00026247,             0.00026247
                   2396,                0.75989,                0.51536,                0.38229,                0.77749,                0.53367,                0.52894,                0.55734,                0.37777,                0.42557,                0.44273,                0.43194,                0.21833,                 1.0235,                0.98625,                   2.64,                 1.2495,             0.00026206,             0.00026206,             0.00026206
                   2397,                 0.6857,                0.43014,                0.39124,                0.78332,                 0.5463,                0.53334,                 0.5646,                0.35705,                0.43972,                0.44744,                0.43492,                 0.2167,                 1.0184,                  0.885,                 2.6605,                 1.2481,             0.00026165,             0.00026165,             0.00026165
                   2398,                0.71107,                0.55043,                0.36814,                0.78594,                 0.5463,                0.53334,                 0.5646,                0.35705,                0.43972,                0.44744,                0.43492,                 0.2167,                 1.0184,                  0.885,                 2.6605,                 1.2481,             0.00026124,             0.00026124,             0.00026124
                   2399,                0.70522,                0.52727,                0.40704,                0.77396,                0.55075,                0.52493,                 0.5305,                0.35129,                0.43003,                0.44262,                0.39691,                0.19757,                 1.0228,                0.93219,                 2.5271,                  1.225,             0.00026083,             0.00026083,             0.00026083
                   2400,                0.73253,                0.45276,                0.38546,                0.77988,                0.56302,                0.52576,                0.55931,                0.37057,                0.44109,                0.44921,                0.43202,                0.21764,                  1.022,                0.90827,                 2.5966,                 1.2359,             0.00026041,             0.00026041,             0.00026041
                   2401,                 0.7909,                0.46138,                0.42267,                0.76762,                0.56302,                0.52576,                0.55931,                0.37057,                0.44109,                0.44921,                0.43202,                0.21764,                  1.022,                0.90827,                 2.5966,                 1.2359,                0.00026,                0.00026,                0.00026
                   2402,                0.72435,                0.43495,                0.38288,                0.79616,                 0.5749,                0.52627,                0.55287,                0.37772,                0.44387,                 0.4449,                 0.4302,                0.21416,                 1.0363,                 1.0354,                 2.4999,                 1.2254,             0.00025959,             0.00025959,             0.00025959
                   2403,                0.74983,                0.54939,                0.40052,                0.77896,                 0.5749,                0.52627,                0.55287,                0.37772,                0.44387,                 0.4449,                 0.4302,                0.21416,                 1.0363,                 1.0354,                 2.4999,                 1.2254,             0.00025918,             0.00025918,             0.00025918
                   2404,                0.72089,                0.39034,                0.39962,                0.77168,                 0.5367,                0.53231,                0.55766,                0.34881,                0.44531,                0.43842,                0.43352,                0.21401,                  1.021,                0.89554,                 2.6588,                 1.2489,             0.00025876,             0.00025876,             0.00025876
                   2405,                0.69576,                0.46429,                0.38612,                0.76462,                0.56449,                0.51929,                0.55568,                0.34625,                0.43602,                0.43532,                0.42829,                0.21437,                 1.0025,                0.89312,                 2.5939,                 1.2457,             0.00025835,             0.00025835,             0.00025835
                   2406,                0.72653,                0.47392,                0.40172,                0.77332,                0.56449,                0.51929,                0.55568,                0.34625,                0.43602,                0.43532,                0.42829,                0.21437,                 1.0025,                0.89312,                 2.5939,                 1.2457,             0.00025794,             0.00025794,             0.00025794
                   2407,                0.72017,                0.53858,                0.37375,                0.78067,                0.57935,                 0.5169,                0.54191,                0.34291,                0.43624,                0.43625,                0.41378,                  0.207,                 1.0082,                0.88216,                 2.4824,                 1.2295,             0.00025752,             0.00025752,             0.00025752
                   2408,                0.68742,                0.44781,                0.38569,                0.79621,                0.55906,                  0.521,                0.54463,                0.35759,                0.41922,                0.43817,                0.41849,                0.21592,                  1.005,                0.83276,                 2.6454,                 1.2622,             0.00025711,             0.00025711,             0.00025711
                   2409,                0.74495,                 0.4459,                0.39543,                0.79042,                0.55906,                  0.521,                0.54463,                0.35759,                0.41922,                0.43817,                0.41849,                0.21592,                  1.005,                0.83276,                 2.6454,                 1.2622,              0.0002567,              0.0002567,              0.0002567
                   2410,                 0.7709,                0.53912,                0.40251,                0.76462,                0.58142,                  0.521,                0.54373,                0.34335,                0.43522,                 0.4399,                 0.4174,                0.20367,                 1.0122,                0.85732,                 2.6968,                 1.2779,             0.00025629,             0.00025629,             0.00025629
                   2411,                0.67095,                0.43647,                 0.3701,                0.79213,                0.53613,                0.52458,                0.56233,                0.36806,                0.41368,                0.42977,                0.43233,                0.22152,                 1.0311,                0.91667,                 2.6997,                  1.287,             0.00025587,             0.00025587,             0.00025587
                   2412,                0.64661,                0.41683,                0.37147,                0.78003,                0.53613,                0.52458,                0.56233,                0.36806,                0.41368,                0.42977,                0.43233,                0.22152,                 1.0311,                0.91667,                 2.6997,                  1.287,             0.00025546,             0.00025546,             0.00025546
                   2413,                 0.6643,                0.42937,                0.38215,                0.77127,                0.58007,                0.53831,                0.55815,                0.34894,                0.45538,                0.44728,                0.43004,                0.21519,                 1.0682,                 1.0172,                 2.5929,                 1.2779,             0.00025505,             0.00025505,             0.00025505
                   2414,                 0.7321,                0.50926,                 0.3957,                0.77187,                0.56433,                0.53966,                0.53391,                0.34554,                0.45284,                0.43669,                0.40107,                0.20075,                 1.0448,                0.98764,                 2.8281,                   1.33,             0.00025464,             0.00025464,             0.00025464
                   2415,                0.69283,                 0.4347,                0.37332,                0.77156,                0.56433,                0.53966,                0.53391,                0.34554,                0.45284,                0.43669,                0.40107,                0.20075,                 1.0448,                0.98764,                 2.8281,                   1.33,             0.00025423,             0.00025423,             0.00025423
                   2416,                0.72694,                0.51945,                0.39297,                0.76955,                0.56362,                0.54155,                0.56169,                0.35411,                0.44201,                0.44773,                0.43316,                0.21841,                 1.0432,                0.99477,                 2.7329,                 1.3278,             0.00025381,             0.00025381,             0.00025381
                   2417,                0.73331,                0.54056,                0.42679,                0.78784,                0.54389,                0.54161,                0.55997,                0.36203,                0.42198,                0.43745,                 0.4299,                 0.2229,                 1.0343,                0.97051,                 2.6656,                 1.3246,              0.0002534,              0.0002534,              0.0002534
                   2418,                0.65601,                0.48822,                0.38793,                0.80226,                0.54389,                0.54161,                0.55997,                0.36203,                0.42198,                0.43745,                 0.4299,                 0.2229,                 1.0343,                0.97051,                 2.6656,                 1.3246,             0.00025299,             0.00025299,             0.00025299
                   2419,                0.74698,                0.54426,                0.39984,                0.77311,                0.54858,                0.50624,                0.55192,                0.33815,                0.45584,                0.42462,                0.42519,                0.20656,                 1.0877,                 1.2193,                 2.4737,                 1.2814,             0.00025257,             0.00025257,             0.00025257
                   2420,                0.75887,                0.54022,                 0.4196,                0.77467,                0.53649,                0.52932,                0.55254,                0.33948,                0.48832,                0.41692,                0.42737,                0.20772,                 1.0679,                 1.1504,                 2.5935,                 1.3047,             0.00025216,             0.00025216,             0.00025216
                   2421,                0.71486,                0.44408,                0.40609,                0.77696,                0.53649,                0.52932,                0.55254,                0.33948,                0.48832,                0.41692,                0.42737,                0.20772,                 1.0679,                 1.1504,                 2.5935,                 1.3047,             0.00025175,             0.00025175,             0.00025175
                   2422,                0.68631,                0.45933,                0.37723,                0.77532,                0.53729,                0.52457,                0.54945,                0.35683,                 0.4781,                0.41332,                0.42147,                0.21431,                 1.0847,                 1.1447,                 2.5015,                  1.287,             0.00025134,             0.00025134,             0.00025134
                   2423,                0.69421,                0.42903,                0.38173,                0.78302,                0.52567,                0.53403,                0.55913,                 0.3791,                0.40713,                0.42002,                 0.4254,                0.22291,                 1.0234,                 1.0272,                 2.6385,                 1.3089,             0.00025092,             0.00025092,             0.00025092
                   2424,                0.72205,                0.51536,                0.38959,                0.77135,                0.52567,                0.53403,                0.55913,                 0.3791,                0.40713,                0.42002,                 0.4254,                0.22291,                 1.0234,                 1.0272,                 2.6385,                 1.3089,             0.00025051,             0.00025051,             0.00025051
                   2425,                0.63345,                0.56184,                0.35981,                0.78228,                0.54975,                0.52892,                0.54397,                0.34614,                0.44025,                0.44184,                0.42089,                0.20365,                 1.0109,                 1.0141,                 2.6164,                  1.301,              0.0002501,              0.0002501,              0.0002501
                   2426,                0.68969,                0.54634,                0.36729,                0.76884,                0.52862,                0.53068,                0.56283,                0.39426,                0.42761,                0.44055,                 0.4467,                0.23072,                0.99658,                0.98112,                 2.7575,                 1.3107,             0.00024969,             0.00024969,             0.00024969
                   2427,                0.64405,                0.42613,                 0.3487,                 0.7836,                0.52862,                0.53068,                0.56283,                0.39426,                0.42761,                0.44055,                 0.4467,                0.23072,                0.99658,                0.98112,                 2.7575,                 1.3107,             0.00024928,             0.00024928,             0.00024928
                   2428,                0.77445,                0.54144,                0.41884,                0.77257,                0.54368,                0.52478,                0.56418,                0.39482,                0.43916,                0.43873,                0.44634,                0.22783,                0.99986,                0.98815,                 2.8029,                 1.3097,             0.00024886,             0.00024886,             0.00024886
                   2429,                0.71357,                0.41347,                0.39943,                0.77271,                0.54404,                0.51757,                0.55058,                0.36664,                0.43743,                0.43536,                0.42972,                0.21414,                0.99344,                 0.9066,                  2.861,                 1.3039,             0.00024845,             0.00024845,             0.00024845
                   2430,                 0.7095,                0.53155,                0.37049,                0.79716,                0.54404,                0.51757,                0.55058,                0.36664,                0.43743,                0.43536,                0.42972,                0.21414,                0.99344,                 0.9066,                  2.861,                 1.3039,             0.00024804,             0.00024804,             0.00024804
                   2431,                0.72004,                0.52954,                0.38494,                0.78428,                0.54772,                0.51838,                0.56192,                0.36938,                0.40161,                0.43536,                0.44264,                0.22594,                0.99032,                0.85278,                 2.6992,                 1.2704,             0.00024762,             0.00024762,             0.00024762
                   2432,                0.77757,                0.58204,                 0.4111,                0.76163,                0.55556,                0.52955,                0.56074,                0.37046,                0.43922,                0.43371,                0.44262,                0.21628,                 1.0053,                0.91351,                 2.5881,                 1.2681,             0.00024721,             0.00024721,             0.00024721
                   2433,                0.78195,                0.51265,                0.42947,                0.76726,                0.55556,                0.52955,                0.56074,                0.37046,                0.43922,                0.43371,                0.44262,                0.21628,                 1.0053,                0.91351,                 2.5881,                 1.2681,              0.0002468,              0.0002468,              0.0002468
                   2434,                0.70632,                0.64152,                0.37562,                 0.7844,                0.54831,                0.52479,                0.57285,                0.38701,                0.41347,                0.44082,                0.45415,                0.23906,                 1.0023,                0.89927,                 2.5486,                  1.256,             0.00024639,             0.00024639,             0.00024639
                   2435,                0.74423,                0.45902,                0.39608,                0.78029,                0.54831,                0.52479,                0.57285,                0.38701,                0.41347,                0.44082,                0.45415,                0.23906,                 1.0023,                0.89927,                 2.5486,                  1.256,             0.00024598,             0.00024598,             0.00024598
                   2436,                0.69156,                0.54774,                0.37098,                0.78157,                0.56128,                0.52815,                0.57066,                0.35106,                0.46936,                0.43137,                0.44508,                0.21791,                 1.0373,                 1.0033,                 2.5909,                 1.2644,             0.00024556,             0.00024556,             0.00024556
                   2437,                0.78503,                0.51543,                0.44434,                0.76737,                0.55491,                0.52469,                0.55882,                0.35988,                 0.4352,                0.44035,                0.43262,                0.21724,                 1.0335,                 1.0286,                 2.5397,                 1.2575,             0.00024515,             0.00024515,             0.00024515
                   2438,                0.71974,                0.48644,                0.40859,                0.77694,                0.55491,                0.52469,                0.55882,                0.35988,                 0.4352,                0.44035,                0.43262,                0.21724,                 1.0335,                 1.0286,                 2.5397,                 1.2575,             0.00024474,             0.00024474,             0.00024474
                   2439,                0.71834,                0.56042,                0.38893,                0.78044,                0.56552,                0.52095,                0.57279,                0.37084,                0.44078,                0.44174,                0.44371,                0.23128,                 1.0475,                  1.081,                 2.3878,                 1.2252,             0.00024433,             0.00024433,             0.00024433
                   2440,                0.68464,                 0.4854,                0.38733,                0.77567,                0.56219,                0.52771,                0.56163,                0.37222,                0.45061,                 0.4449,                 0.4318,                0.22656,                 1.0598,                 1.0841,                 2.3103,                 1.2237,             0.00024391,             0.00024391,             0.00024391
                   2441,                  0.684,                0.49506,                0.38927,                0.78104,                0.56219,                0.52771,                0.56163,                0.37222,                0.45061,                 0.4449,                 0.4318,                0.22656,                 1.0598,                 1.0841,                 2.3103,                 1.2237,              0.0002435,              0.0002435,              0.0002435
                   2442,                0.72761,                0.55077,                0.37988,                0.77533,                0.57208,                 0.5195,                0.56252,                0.37839,                0.49197,                0.42085,                0.42709,                0.22329,                 1.0188,                0.98771,                 2.3374,                 1.2223,             0.00024309,             0.00024309,             0.00024309
                   2443,                0.69977,                0.47574,                0.40259,                0.77254,                0.57178,                0.51623,                0.57253,                0.37434,                0.48056,                0.43236,                0.44516,                0.23088,                  1.005,                0.90978,                 2.4632,                 1.2332,             0.00024268,             0.00024268,             0.00024268
                   2444,                0.75941,                0.59348,                0.39985,                0.76661,                0.57178,                0.51623,                0.57253,                0.37434,                0.48056,                0.43236,                0.44516,                0.23088,                  1.005,                0.90978,                 2.4632,                 1.2332,             0.00024226,             0.00024226,             0.00024226
                   2445,                0.70159,                0.43917,                0.39647,                0.78952,                0.56045,                 0.5125,                0.55651,                 0.3742,                0.43012,                0.43752,                0.42932,                 0.2217,                  1.018,                0.91141,                 2.6641,                 1.2636,             0.00024185,             0.00024185,             0.00024185
                   2446,                0.73954,                0.46687,                0.40556,                0.79492,                0.55395,                0.50942,                0.55749,                0.38445,                0.43822,                 0.4338,                0.43535,                0.23842,                 1.0188,                0.91147,                 2.7574,                 1.2836,             0.00024144,             0.00024144,             0.00024144
                   2447,                0.70111,                0.47384,                 0.4153,                0.78339,                0.55395,                0.50942,                0.55749,                0.38445,                0.43822,                 0.4338,                0.43535,                0.23842,                 1.0188,                0.91147,                 2.7574,                 1.2836,             0.00024102,             0.00024102,             0.00024102
                   2448,                0.75537,                0.50596,                 0.4028,                0.77335,                0.54987,                 0.5061,                0.55116,                0.36481,                0.45817,                0.43789,                0.43437,                0.21793,                 1.0152,                0.96696,                 2.6347,                 1.2666,             0.00024061,             0.00024061,             0.00024061
                   2449,                0.72015,                0.45449,                  0.392,                0.79668,                0.54799,                0.51142,                0.53909,                 0.3667,                0.44835,                0.43989,                0.42044,                0.21259,                 1.0097,                 1.0735,                 2.6762,                 1.2877,              0.0002402,              0.0002402,              0.0002402
                   2450,                0.68928,                0.49723,                0.38372,                0.78591,                0.54799,                0.51142,                0.53909,                 0.3667,                0.44835,                0.43989,                0.42044,                0.21259,                 1.0097,                 1.0735,                 2.6762,                 1.2877,             0.00023979,             0.00023979,             0.00023979
                   2451,                0.71207,                0.42569,                0.38235,                0.78232,                0.54404,                0.52543,                0.55088,                0.36276,                0.45321,                0.43731,                0.43295,                0.21315,                 1.0048,                 1.0134,                 2.6958,                 1.2914,             0.00023938,             0.00023938,             0.00023938
                   2452,                0.70398,                 0.5671,                0.38061,                0.77903,                0.53427,                0.51902,                0.55024,                0.36292,                0.45255,                0.43321,                0.43299,                0.21379,                 1.0109,                 1.0278,                 2.6847,                  1.302,             0.00023896,             0.00023896,             0.00023896
                   2453,                0.69597,                0.55258,                0.37703,                0.77601,                0.53427,                0.51902,                0.55024,                0.36292,                0.45255,                0.43321,                0.43299,                0.21379,                 1.0109,                 1.0278,                 2.6847,                  1.302,             0.00023855,             0.00023855,             0.00023855
                   2454,                0.78143,                0.49265,                0.46219,                0.82093,                0.51844,                0.52329,                0.51905,                0.35807,                0.45334,                0.43011,                0.40159,                0.19949,                  1.014,                0.99017,                 2.7507,                 1.3122,             0.00023814,             0.00023814,             0.00023814
                   2455,                0.69594,                0.46908,                0.38169,                0.79461,                0.51941,                0.51646,                0.54493,                 0.3809,                0.46019,                0.43249,                0.43093,                0.21994,                 1.0379,                0.97147,                 2.8211,                 1.3339,             0.00023773,             0.00023773,             0.00023773
                   2456,                0.71265,                0.55505,                0.38061,                0.77673,                0.51941,                0.51646,                0.54493,                 0.3809,                0.46019,                0.43249,                0.43093,                0.21994,                 1.0379,                0.97147,                 2.8211,                 1.3339,             0.00023731,             0.00023731,             0.00023731
                   2457,                0.69305,                0.56251,                 0.3803,                0.78098,                0.51643,                 0.5117,                0.54056,                0.37433,                0.45949,                0.41556,                0.42204,                0.21899,                 1.0613,                 1.0409,                  2.734,                 1.3362,              0.0002369,              0.0002369,              0.0002369
                   2458,                 0.6125,                0.47718,                0.35262,                  0.782,                0.52922,                0.52294,                0.52454,                0.34578,                0.47327,                0.41861,                0.40998,                0.20533,                 1.0483,                 1.0363,                 2.5214,                 1.3031,             0.00023649,             0.00023649,             0.00023649
