                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    257,                 1.0259,                0.75624,                0.78971,                0.82519,                0.54816,                0.51939,                0.54348,                0.31432,                0.46923,                0.42946,                0.41798,                0.20212,                 1.2435,                 1.0168,                 1.6508,                 1.2572,              0.0011444,              0.0011444,              0.0011444
                    258,                 1.0513,                0.72676,                0.83661,                0.81417,                0.46807,                0.56121,                 0.5354,                0.31905,                0.36172,                 0.4732,                0.41618,                0.20523,                 1.1922,                0.99135,                 1.9986,                 1.2931,               0.001144,               0.001144,               0.001144
                    259,                 1.0722,                0.65812,                0.83673,                 0.7896,                0.46807,                0.56121,                 0.5354,                0.31905,                0.36172,                 0.4732,                0.41618,                0.20523,                 1.1922,                0.99135,                 1.9986,                 1.2931,              0.0011436,              0.0011436,              0.0011436
                    260,                 1.0164,                0.82504,                0.79422,                0.81198,                0.45376,                0.57139,                 0.5315,                0.33611,                0.40177,                0.42884,                0.40898,                0.21222,                 1.1548,                0.93222,                 2.7273,                 1.3597,              0.0011432,              0.0011432,              0.0011432
                    261,                 1.1076,                0.78634,                0.85725,                0.80051,                0.43714,                0.56515,                0.51587,                0.31633,                 0.3232,                0.48789,                0.40237,                0.20422,                 1.1755,                0.96636,                 3.4308,                 1.4267,              0.0011428,              0.0011428,              0.0011428
                    262,                 1.0065,                0.69878,                0.81775,                0.81943,                0.43714,                0.56515,                0.51587,                0.31633,                 0.3232,                0.48789,                0.40237,                0.20422,                 1.1755,                0.96636,                 3.4308,                 1.4267,              0.0011423,              0.0011423,              0.0011423
                    263,                 1.0244,                0.74527,                0.84593,                0.81026,                0.43315,                0.58198,                0.47962,                0.29128,                0.31948,                0.48943,                0.38139,                0.19074,                 1.1329,                0.91669,                 3.5342,                 1.4358,              0.0011419,              0.0011419,              0.0011419
                    264,                 1.0174,                0.68901,                0.79982,                0.80973,                0.45264,                0.56836,                0.47203,                0.29275,                0.35275,                 0.4953,                0.39953,                0.19064,                  1.151,                0.85462,                 3.7433,                 1.4251,              0.0011415,              0.0011415,              0.0011415
                    265,                 1.0734,                0.71662,                0.89953,                0.80382,                0.45264,                0.56836,                0.47203,                0.29275,                0.35275,                 0.4953,                0.39953,                0.19064,                  1.151,                0.85462,                 3.7433,                 1.4251,              0.0011411,              0.0011411,              0.0011411
                    266,                 1.1315,                0.81393,                0.89328,                0.79354,                0.45052,                0.55219,                0.55261,                0.31277,                0.35312,                0.47348,                0.43559,                0.21345,                 1.1817,                0.88213,                 2.9158,                 1.3873,              0.0011407,              0.0011407,              0.0011407
                    267,                 1.1247,                0.78673,                0.87837,                 0.8299,                0.46564,                  0.561,                0.54864,                0.31837,                0.34874,                0.47302,                0.42832,                0.20512,                 1.2021,                 0.9199,                 2.6443,                 1.4016,              0.0011403,              0.0011403,              0.0011403
                    268,                 1.0827,                0.82606,                0.91522,                0.84048,                0.46564,                  0.561,                0.54864,                0.31837,                0.34874,                0.47302,                0.42832,                0.20512,                 1.2021,                 0.9199,                 2.6443,                 1.4016,              0.0011399,              0.0011399,              0.0011399
                    269,                 1.0764,                 0.7709,                0.90314,                0.82145,                0.44497,                0.55369,                0.53149,                0.33054,                0.33686,                0.46136,                0.41336,                0.21324,                 1.1907,                0.93123,                 2.2134,                  1.358,              0.0011394,              0.0011394,              0.0011394
                    270,                   1.09,                0.73197,                0.85718,                0.79743,                0.47883,                 0.5371,                0.53951,                0.32339,                0.38283,                0.45161,                0.41909,                0.21467,                 1.2506,                 1.0364,                   2.17,                 1.4113,               0.001139,               0.001139,               0.001139
                    271,                 1.1061,                0.72423,                0.86242,                0.82341,                0.47883,                 0.5371,                0.53951,                0.32339,                0.38283,                0.45161,                0.41909,                0.21467,                 1.2506,                 1.0364,                   2.17,                 1.4113,              0.0011386,              0.0011386,              0.0011386
                    272,                  1.064,                0.92008,                0.88359,                0.80574,                0.50156,                0.55453,                0.55025,                0.32746,                0.36979,                0.46549,                0.41967,                0.21652,                 1.2038,                0.97373,                 2.2925,                 1.4259,              0.0011382,              0.0011382,              0.0011382
                    273,                 1.0374,                0.68982,                0.82775,                0.80488,                0.49115,                0.54671,                0.55492,                0.31552,                0.35762,                0.46179,                0.42117,                0.21331,                  1.224,                0.92465,                 2.3149,                  1.436,              0.0011378,              0.0011378,              0.0011378
                    274,                 1.0778,                0.69743,                0.87882,                0.81086,                0.49115,                0.54671,                0.55492,                0.31552,                0.35762,                0.46179,                0.42117,                0.21331,                  1.224,                0.92465,                 2.3149,                  1.436,              0.0011374,              0.0011374,              0.0011374
                    275,                 1.1097,                0.74165,                0.83066,                0.82991,                0.49228,                0.54813,                 0.5127,                0.30526,                0.37136,                0.46179,                0.38235,                0.18676,                 1.2033,                 1.0033,                 2.3708,                 1.4136,               0.001137,               0.001137,               0.001137
                    276,                   1.02,                0.71159,                0.82447,                0.84938,                0.49677,                0.54178,                0.53039,                 0.3006,                0.38303,                0.43648,                0.39805,                 0.1999,                 1.2632,                   1.11,                 2.1213,                 1.3659,              0.0011366,              0.0011366,              0.0011366
                    277,                 1.0868,                0.80264,                0.84688,                0.80766,                0.49677,                0.54178,                0.53039,                 0.3006,                0.38303,                0.43648,                0.39805,                 0.1999,                 1.2632,                   1.11,                 2.1213,                 1.3659,              0.0011362,              0.0011362,              0.0011362
                    278,                 1.0652,                0.76189,                0.79831,                0.79795,                0.48543,                0.56304,                0.55165,                 0.3479,                0.36244,                0.46853,                 0.4266,                0.22467,                 1.2038,                 1.0781,                 2.3144,                 1.4195,              0.0011357,              0.0011357,              0.0011357
                    279,                 1.1362,                0.78113,                0.84262,                0.82492,                0.49131,                0.54676,                0.54941,                0.31685,                0.38114,                0.43812,                0.41871,                0.21189,                 1.2375,                 1.1554,                 2.2556,                 1.4006,              0.0011353,              0.0011353,              0.0011353
                    280,                 1.0786,                 0.7187,                0.85648,                0.82579,                0.49131,                0.54676,                0.54941,                0.31685,                0.38114,                0.43812,                0.41871,                0.21189,                 1.2375,                 1.1554,                 2.2556,                 1.4006,              0.0011349,              0.0011349,              0.0011349
                    281,                 1.1026,                0.74365,                0.83707,                0.78545,                0.48189,                0.53777,                0.54119,                0.33028,                0.38495,                0.43034,                0.39875,                0.21089,                 1.2748,                 1.2023,                  2.368,                 1.3807,              0.0011345,              0.0011345,              0.0011345
                    282,                 1.1077,                0.91455,                0.86819,                 0.7988,                0.44386,                0.54116,                0.48619,                0.29284,                0.32843,                0.44689,                0.40562,                0.18826,                 1.1871,                 1.0107,                 2.6554,                 1.3776,              0.0011341,              0.0011341,              0.0011341
                    283,                  1.069,                0.75112,                0.80831,                0.81417,                0.44386,                0.54116,                0.48619,                0.29284,                0.32843,                0.44689,                0.40562,                0.18826,                 1.1871,                 1.0107,                 2.6554,                 1.3776,              0.0011337,              0.0011337,              0.0011337
                    284,                 1.0904,                0.70895,                0.86602,                0.80291,                0.47007,                0.55697,                0.55771,                0.34483,                0.35321,                0.46845,                0.43535,                0.23521,                 1.1532,                 1.0134,                 2.2782,                 1.3679,              0.0011333,              0.0011333,              0.0011333
                    285,                 1.0945,                 0.7407,                0.88549,                0.82292,                0.48825,                0.55041,                0.55819,                0.31467,                0.35437,                0.45614,                0.43618,                0.22625,                 1.1435,                 1.0499,                 2.0978,                 1.3556,              0.0011328,              0.0011328,              0.0011328
                    286,                  1.083,                0.81753,                0.84599,                0.79651,                0.48825,                0.55041,                0.55819,                0.31467,                0.35437,                0.45614,                0.43618,                0.22625,                 1.1435,                 1.0499,                 2.0978,                 1.3556,              0.0011324,              0.0011324,              0.0011324
                    287,                 1.0564,                0.69996,                0.83553,                0.82048,                0.50525,                0.54592,                0.54977,                0.33901,                0.37175,                0.43103,                0.39681,                0.20586,                 1.1876,                 1.2977,                 1.7903,                  1.312,               0.001132,               0.001132,               0.001132
                    288,                 1.0331,                0.77764,                0.79678,                0.80467,                0.47449,                0.55545,                0.55709,                0.34135,                0.41527,                 0.4311,                0.42454,                0.21673,                 1.1875,                 1.0954,                 1.8221,                  1.319,              0.0011316,              0.0011316,              0.0011316
                    289,                 1.0581,                0.78037,                0.83888,                 0.8088,                0.47449,                0.55545,                0.55709,                0.34135,                0.41527,                 0.4311,                0.42454,                0.21673,                 1.1875,                 1.0954,                 1.8221,                  1.319,              0.0011312,              0.0011312,              0.0011312
                    290,                 1.0522,                0.93479,                0.78529,                0.80217,                0.47312,                0.57174,                0.54977,                0.34566,                0.37723,                0.46952,                0.42901,                0.20876,                 1.1489,                0.99471,                 1.8723,                 1.2571,              0.0011308,              0.0011308,              0.0011308
                    291,                 1.1435,                0.81903,                0.88191,                0.78557,                0.47312,                0.57174,                0.54977,                0.34566,                0.37723,                0.46952,                0.42901,                0.20876,                 1.1489,                0.99471,                 1.8723,                 1.2571,              0.0011304,              0.0011304,              0.0011304
                    292,                 1.0026,                0.82765,                  0.808,                0.80138,                0.47746,                0.55154,                0.54374,                0.34563,                0.36421,                0.47193,                0.42047,                0.21269,                 1.1421,                 1.0376,                 1.9038,                 1.2942,                0.00113,                0.00113,                0.00113
                    293,                 1.0178,                0.78217,                0.78677,                0.81355,                0.48636,                0.54443,                0.54197,                0.32418,                0.36832,                0.44758,                0.40845,                0.20849,                 1.2706,                 1.3622,                 1.6757,                  1.276,              0.0011296,              0.0011296,              0.0011296
                    294,                 1.1115,                0.86073,                0.80555,                 0.7962,                0.48636,                0.54443,                0.54197,                0.32418,                0.36832,                0.44758,                0.40845,                0.20849,                 1.2706,                 1.3622,                 1.6757,                  1.276,              0.0011291,              0.0011291,              0.0011291
                    295,                 1.1584,                0.90945,                0.85911,                0.79701,                0.46538,                0.55521,                0.52069,                0.31543,                0.37108,                  0.455,                0.39066,                0.20034,                 1.2207,                 1.2818,                 1.8692,                 1.3002,              0.0011287,              0.0011287,              0.0011287
                    296,                 1.0362,                 0.8254,                0.81085,                0.81431,                0.45605,                 0.5379,                0.52162,                0.32674,                0.34853,                0.45055,                0.39567,                 0.2117,                 1.1649,                 1.2028,                 1.8911,                 1.2838,              0.0011283,              0.0011283,              0.0011283
                    297,                 1.0178,                0.79362,                0.82254,                0.80118,                0.45605,                 0.5379,                0.52162,                0.32674,                0.34853,                0.45055,                0.39567,                 0.2117,                 1.1649,                 1.2028,                 1.8911,                 1.2838,              0.0011279,              0.0011279,              0.0011279
                    298,                 1.1688,                 0.9613,                0.85033,                0.79137,                0.47101,                0.55205,                0.53267,                0.34371,                0.34797,                0.45791,                0.40139,                0.21745,                  1.121,                 0.9092,                 1.9962,                 1.3063,              0.0011275,              0.0011275,              0.0011275
                    299,                 1.2224,                   1.01,                0.86246,                0.85193,                0.51385,                0.52498,                0.55168,                0.33485,                0.47051,                0.40474,                0.41585,                0.22322,                 1.1947,                 1.0018,                  2.054,                 1.3361,              0.0011271,              0.0011271,              0.0011271
                    300,                 1.1429,                 1.0116,                0.87371,                0.80801,                0.51385,                0.52498,                0.55168,                0.33485,                0.47051,                0.40474,                0.41585,                0.22322,                 1.1947,                 1.0018,                  2.054,                 1.3361,              0.0011267,              0.0011267,              0.0011267
                    301,                 1.0766,                0.78744,                 0.8545,                0.79003,                0.44782,                0.55328,                0.52216,                0.31505,                0.43929,                 0.4151,                0.39999,                0.20853,                 1.1802,                 1.0349,                 2.2396,                 1.3153,              0.0011263,              0.0011263,              0.0011263
                    302,                 1.0425,                0.76379,                0.82923,                0.83154,                0.46738,                0.53287,                0.51601,                0.30698,                0.33363,                0.43327,                0.37989,                0.21065,                  1.215,                 1.1441,                 2.0185,                 1.3114,              0.0011258,              0.0011258,              0.0011258
                    303,                 1.0909,                0.82614,                 0.8578,                0.81579,                0.46738,                0.53287,                0.51601,                0.30698,                0.33363,                0.43327,                0.37989,                0.21065,                  1.215,                 1.1441,                 2.0185,                 1.3114,              0.0011254,              0.0011254,              0.0011254
                    304,                 1.1805,                0.92956,                 0.8697,                0.81215,                0.46303,                0.54537,                0.51082,                0.29195,                0.31498,                0.42721,                0.35688,                0.19639,                 1.3015,                 1.5302,                 1.9735,                 1.3214,               0.001125,               0.001125,               0.001125
                    305,                 1.0979,                0.83227,                0.84461,                0.81922,                0.47569,                0.54934,                0.51935,                0.29173,                 0.3525,                0.47126,                0.39581,                0.19807,                 1.1919,                 1.1991,                 1.9598,                 1.3107,              0.0011246,              0.0011246,              0.0011246
                    306,                 1.0219,                0.77628,                0.79892,                0.82602,                0.47569,                0.54934,                0.51935,                0.29173,                 0.3525,                0.47126,                0.39581,                0.19807,                 1.1919,                 1.1991,                 1.9598,                 1.3107,              0.0011242,              0.0011242,              0.0011242
                    307,                 1.0409,                0.71095,                0.78872,                0.79756,                0.47941,                0.56774,                0.54775,                0.33041,                0.34793,                0.47017,                0.42085,                0.22904,                 1.1616,                0.96512,                 1.8615,                 1.2967,              0.0011238,              0.0011238,              0.0011238
                    308,                 1.0421,                0.79011,                0.84399,                0.79552,                0.49358,                0.52996,                0.54656,                0.31185,                0.33928,                0.45799,                0.40863,                0.22329,                 1.1943,                0.92021,                 1.8665,                 1.3095,              0.0011234,              0.0011234,              0.0011234
                    309,                  1.067,                0.75891,                 0.8413,                0.79235,                0.49358,                0.52996,                0.54656,                0.31185,                0.33928,                0.45799,                0.40863,                0.22329,                 1.1943,                0.92021,                 1.8665,                 1.3095,              0.0011229,              0.0011229,              0.0011229
                    310,                 1.0671,                0.79145,                0.84219,                0.81285,                0.45814,                0.53075,                0.54455,                0.31828,                0.31916,                0.44605,                0.41181,                0.21764,                 1.2007,                0.91965,                  1.817,                 1.2975,              0.0011225,              0.0011225,              0.0011225
                    311,                 1.1084,                0.85992,                0.83829,                0.82167,                 0.4623,                0.54048,                0.55842,                0.33023,                 0.3476,                 0.4513,                0.43973,                0.23313,                  1.256,                 1.0043,                 1.6818,                 1.2816,              0.0011221,              0.0011221,              0.0011221
                    312,                 1.0642,                0.69227,                0.80406,                0.80052,                 0.4623,                0.54048,                0.55842,                0.33023,                 0.3476,                 0.4513,                0.43973,                0.23313,                  1.256,                 1.0043,                 1.6818,                 1.2816,              0.0011217,              0.0011217,              0.0011217
                    313,                 1.0172,                0.71086,                 0.7648,                 0.8252,                0.46695,                0.57048,                 0.5719,                0.35637,                0.36332,                0.49725,                0.46201,                0.24889,                   1.21,                  1.001,                 1.6638,                 1.3169,              0.0011213,              0.0011213,              0.0011213
                    314,                 1.1331,                0.68234,                0.80332,                0.80017,                0.46349,                0.55929,                 0.5756,                 0.3586,                0.35309,                0.47759,                 0.4518,                0.24279,                 1.2068,                 1.1303,                 1.6205,                 1.3154,              0.0011209,              0.0011209,              0.0011209
                    315,                 1.0803,                0.64387,                0.80076,                0.79655,                0.46349,                0.55929,                 0.5756,                 0.3586,                0.35309,                0.47759,                 0.4518,                0.24279,                 1.2068,                 1.1303,                 1.6205,                 1.3154,              0.0011205,              0.0011205,              0.0011205
                    316,                 1.0594,                0.70202,                0.78129,                0.79437,                0.45827,                0.55915,                0.58085,                0.38119,                0.40991,                0.41576,                0.44943,                0.24487,                 1.1717,                0.94139,                 1.6922,                 1.3628,              0.0011201,              0.0011201,              0.0011201
                    317,                 1.0221,                0.78856,                0.81074,                 0.7721,                 0.5563,                0.49641,                0.57781,                0.36844,                0.39767,                0.40757,                0.43878,                0.23929,                 1.1689,                0.96308,                  1.679,                 1.3899,              0.0011197,              0.0011197,              0.0011197
                    318,                 1.0778,                0.71094,                 0.8394,                0.81297,                 0.5563,                0.49641,                0.57781,                0.36844,                0.39767,                0.40757,                0.43878,                0.23929,                 1.1689,                0.96308,                  1.679,                 1.3899,              0.0011192,              0.0011192,              0.0011192
                    319,                 1.0812,                0.77884,                0.83662,                0.78963,                0.58077,                0.50594,                0.58422,                0.36815,                0.44981,                0.41166,                0.44887,                0.24007,                 1.1983,                 1.0026,                 1.7234,                 1.3945,              0.0011188,              0.0011188,              0.0011188
                    320,                 1.0572,                 0.6477,                0.77897,                0.88799,                0.48596,                0.56182,                0.57381,                0.35219,                 0.3513,                0.46827,                 0.4396,                0.22986,                 1.1921,                   1.03,                 1.8397,                 1.4088,              0.0011184,              0.0011184,              0.0011184
                    321,                 1.0094,                0.65425,                0.75969,                0.78643,                0.48596,                0.56182,                0.57381,                0.35219,                 0.3513,                0.46827,                 0.4396,                0.22986,                 1.1921,                   1.03,                 1.8397,                 1.4088,               0.001118,               0.001118,               0.001118
                    322,                0.98879,                0.62037,                0.76415,                0.81612,                0.48316,                0.54537,                0.56015,                0.32232,                0.37091,                0.44133,                 0.4177,                0.21494,                 1.1822,                0.92737,                 2.0336,                 1.4466,              0.0011176,              0.0011176,              0.0011176
                    323,                  1.064,                0.70089,                  0.804,                0.81774,                0.48316,                0.54537,                0.56015,                0.32232,                0.37091,                0.44133,                 0.4177,                0.21494,                 1.1822,                0.92737,                 2.0336,                 1.4466,              0.0011172,              0.0011172,              0.0011172
                    324,                 1.0582,                0.60223,                0.81345,                0.82017,                0.51355,                0.50449,                0.54864,                0.32235,                 0.4304,                0.39566,                0.40783,                0.19925,                 1.2109,                 1.0261,                 2.1221,                 1.5158,              0.0011168,              0.0011168,              0.0011168
                    325,                0.96403,                0.63547,                0.76554,                0.80396,                0.55774,                0.50134,                0.55192,                0.32011,                0.46799,                 0.4096,                0.41679,                0.20279,                 1.2638,                 1.1129,                 1.9679,                 1.5085,              0.0011164,              0.0011164,              0.0011164
                    326,                 1.0673,                0.65887,                0.80752,                0.83183,                0.55774,                0.50134,                0.55192,                0.32011,                0.46799,                 0.4096,                0.41679,                0.20279,                 1.2638,                 1.1129,                 1.9679,                 1.5085,              0.0011159,              0.0011159,              0.0011159
                    327,                 1.0366,                0.69148,                 0.7853,                0.79256,                 0.5223,                0.51344,                0.55086,                0.31113,                0.40808,                0.41941,                0.41392,                0.20706,                 1.3147,                   1.22,                 1.9275,                 1.5249,              0.0011155,              0.0011155,              0.0011155
                    328,                 1.0287,                0.56976,                0.73236,                0.81924,                0.44924,                0.56711,                0.56987,                0.33717,                0.33437,                0.47175,                0.44154,                0.22929,                 1.2853,                 1.0579,                 2.0025,                 1.4984,              0.0011151,              0.0011151,              0.0011151
                    329,                 1.0031,                 0.5624,                0.83094,                0.79931,                0.44924,                0.56711,                0.56987,                0.33717,                0.33437,                0.47175,                0.44154,                0.22929,                 1.2853,                 1.0579,                 2.0025,                 1.4984,              0.0011147,              0.0011147,              0.0011147
                    330,                 0.9171,                0.61616,                0.78001,                0.85127,                0.43649,                0.55109,                0.55075,                0.31646,                0.37014,                0.41311,                0.40735,                0.21046,                 1.3095,                 1.4021,                 1.8747,                  1.397,              0.0011143,              0.0011143,              0.0011143
                    331,                 1.0567,                0.82726,                0.83443,                 0.8046,                0.44034,                0.56297,                0.54947,                0.31807,                0.33665,                0.47498,                0.42841,                 0.2169,                 1.2172,                  1.056,                 1.7682,                 1.3579,              0.0011139,              0.0011139,              0.0011139
                    332,                0.99295,                0.57422,                0.77995,                0.82247,                0.44034,                0.56297,                0.54947,                0.31807,                0.33665,                0.47498,                0.42841,                 0.2169,                 1.2172,                  1.056,                 1.7682,                 1.3579,              0.0011135,              0.0011135,              0.0011135
                    333,                  1.038,                 0.7422,                0.79682,                0.83872,                0.44933,                0.57818,                0.55089,                0.32166,                0.39935,                0.42634,                0.41481,                0.20941,                 1.1762,                 1.0046,                 1.5127,                  1.265,               0.001113,               0.001113,               0.001113
                    334,                0.97069,                0.62653,                0.86949,                0.81808,                0.53856,                0.53575,                 0.5525,                0.33673,                0.43511,                0.44319,                0.42471,                0.20912,                 1.1544,                 1.0351,                 1.5294,                 1.2377,              0.0011126,              0.0011126,              0.0011126
                    335,                 1.0318,                0.81223,                0.83378,                0.81388,                0.53856,                0.53575,                 0.5525,                0.33673,                0.43511,                0.44319,                0.42471,                0.20912,                 1.1544,                 1.0351,                 1.5294,                 1.2377,              0.0011122,              0.0011122,              0.0011122
                    336,                 1.0101,                0.74953,                0.82796,                0.80483,                0.48848,                0.55283,                0.56206,                 0.3392,                0.40345,                 0.4566,                0.43303,                0.22129,                 1.1471,                0.99623,                 1.6303,                 1.2425,              0.0011118,              0.0011118,              0.0011118
                    337,                 1.0446,                0.73762,                 0.8414,                0.79521,                0.48389,                0.55109,                0.56663,                0.34969,                0.46322,                0.41749,                 0.4339,                0.23002,                 1.1664,                 1.0328,                 1.5807,                 1.2721,              0.0011114,              0.0011114,              0.0011114
                    338,                0.99747,                0.68959,                0.80691,                0.79229,                0.48389,                0.55109,                0.56663,                0.34969,                0.46322,                0.41749,                 0.4339,                0.23002,                 1.1664,                 1.0328,                 1.5807,                 1.2721,               0.001111,               0.001111,               0.001111
                    339,                 1.0821,                0.61731,                0.84151,                0.79281,                0.40596,                0.55405,                0.55302,                0.32595,                  0.297,                0.45941,                0.42935,                0.21503,                 1.1966,                 0.9045,                 1.6376,                 1.3088,              0.0011106,              0.0011106,              0.0011106
                    340,                  1.004,                0.77338,                0.84217,                0.79521,                0.40331,                0.59213,                0.55327,                0.33685,                0.29344,                0.49204,                0.42883,                0.21908,                 1.2272,                0.85738,                 1.5102,                 1.3904,              0.0011102,              0.0011102,              0.0011102
                    341,                  1.069,                0.64896,                0.82454,                0.80657,                0.40331,                0.59213,                0.55327,                0.33685,                0.29344,                0.49204,                0.42883,                0.21908,                 1.2272,                0.85738,                 1.5102,                 1.3904,              0.0011098,              0.0011098,              0.0011098
                    342,                 1.0633,                0.65846,                0.79651,                0.82985,                0.52677,                0.53197,                0.56827,                 0.3322,                0.45605,                0.42542,                0.44538,                0.22524,                 1.2024,                0.86638,                 1.3616,                 1.3969,              0.0011093,              0.0011093,              0.0011093
                    343,                 1.0523,                0.74691,                0.75651,                0.83973,                0.55526,                0.50184,                0.55637,                 0.3352,                0.46674,                0.43412,                0.43465,                0.22371,                 1.2166,                0.92055,                 1.3763,                 1.4288,              0.0011089,              0.0011089,              0.0011089
                    344,                 1.0021,                0.79015,                0.77862,                0.83745,                0.55526,                0.50184,                0.55637,                 0.3352,                0.46674,                0.43412,                0.43465,                0.22371,                 1.2166,                0.92055,                 1.3763,                 1.4288,              0.0011085,              0.0011085,              0.0011085
                    345,                 1.0333,                0.65975,                0.80149,                0.78968,                  0.517,                0.50285,                0.54345,                0.32757,                0.43075,                0.43671,                0.42268,                0.21052,                 1.1962,                 1.0716,                 1.3637,                 1.3667,              0.0011081,              0.0011081,              0.0011081
                    346,                 1.0277,                 0.7545,                0.83439,                0.80763,                0.44686,                0.57307,                0.56476,                0.35608,                0.46841,                0.43887,                0.44475,                 0.2292,                 1.1689,                 1.2192,                 1.4461,                 1.3175,              0.0011077,              0.0011077,              0.0011077
                    347,                 1.0405,                0.74464,                0.82214,                0.79786,                0.44686,                0.57307,                0.56476,                0.35608,                0.46841,                0.43887,                0.44475,                 0.2292,                 1.1689,                 1.2192,                 1.4461,                 1.3175,              0.0011073,              0.0011073,              0.0011073
                    348,                 0.9723,                0.74318,                0.78918,                 0.8433,                0.49775,                0.58008,                0.57348,                0.35795,                0.48548,                0.43896,                0.44953,                0.23415,                 1.1619,                 1.1755,                 1.3907,                 1.2571,              0.0011069,              0.0011069,              0.0011069
                    349,                 1.0041,                0.65204,                0.78264,                 0.8175,                0.52982,                0.54353,                0.56441,                0.32956,                0.41036,                0.45731,                0.44284,                0.21646,                 1.1441,                 1.0182,                   1.75,                 1.2251,              0.0011065,              0.0011065,              0.0011065
                    350,                 1.0188,                0.73626,                 0.8179,                0.79299,                0.52982,                0.54353,                0.56441,                0.32956,                0.41036,                0.45731,                0.44284,                0.21646,                 1.1441,                 1.0182,                   1.75,                 1.2251,               0.001106,               0.001106,               0.001106
